,FaqID,FaqQuestion,FaqAnswer
1733,51418,how do i check the coolant in the radiator of my car  ,most newer cars  newer than 20 years old or so  will have a plastic tank located near the radiator   they will be marked with  coolant  and have high and low lines   you still should change your coolant fluid as recommended by your mfg 
1734,106018,how do you bypass an immobilizier on a fiesta mk3  m  1995 model as i have lost the keys and changed the locks i have changed all the locks and the pats box and the ecu but it will still not start,you can t legally bypass an immobilizer  you d have to get a ford mechanic who changed the locks and everything tocome out and reset allthe security features for you  this willcost a fortune  better getting a new car and scrapping that one
1735,38057,how do i get my door to open  ,i ll be a gentleman and open it for you 
1736,53433,how would you know if your head gaskets are cracked  how would the car sound  etc   ,the main purpose of head gaskets are to keep the water ports and oil ports from mixing in the thin space between the cylinder heads and the engine block  if the gasket cracks then the oil and water will mix producing a milky mix that is easily identified on the oil stick  dip stick  
1737,129197,how to clean microfiberfurniyure  ,don t know if you have the paper work for this item there should be something that tells you how to clean    try some goop in an area that does not show let it set for about 5 minutes then rub it off with warm water some zap may do the cleaning  just make sure to test in a place that will not show  use a clean cloth that has been wet in warm water and wrung out very well before wiping  sometimes the damp cloth with do the job by it s self without any cleaner  i would call where ever i bought this and ask them just to make sure  sorry i cannot be of more help to you 
1738,45022,how do i get to the filter on a lennox furnace  model   g10,your filter could be located in many places  depending on the location of your furnace  typically it is in the bottom of the furnace if located in a closet or utility room  if the unit is located in the attic it could bein the blower compartment or the unit could have an external filter box at one end but lets not forget the return air intake grill that some contractors use  it could be there  i hope i was some help in answering your question  i am a heating and air contractor  for more help log on to www allamericanheatingandcooling com
1739,21978,how do i get rid of ants without buying a book on the net or buying any poisons  ,what to do about ants without using poison we should not poison ourselves  kids and petsit s a good idea to let ants know that yours is not their house  without killing them  for ants are very helpful to keep this earth clean  using poison  we only poison ourselves  too  even when we do not realize it  yet  a toxic effect can be seen immediately on life energy photographs after the use of poisons different preferencesin my experience  it depends on the type of ants what they like least what can be used i have used cinnamon  peppermint  cayenne or citrus oils  ants have a very sensitive sense of smell  and these items are too strong for them so that they avoid these  for some reason  some ants do not like cucumber rinds  grated and sprinkled around someone checkingwith natural means we may not hinder all ants to come in  but most  they may be always a few ants just checking out our facility  if there is nothing they need  they do not call their armies to carry off the booty ants as our educatorshelping us clean  the ants assist us to be very clean if we do not want their help  at least  they themselves do not poison us discourage them inside  but give the ants what they needwhat worked best for me is to distribute some of the above mentioned items around and in the house  and give the ants what they need outside the house knowing the weatherbefore the rain they need oils and may find them when stove or floor are not cleaned  the ants know when the rain storm is coming before the weather man may know it  i have watched this for many years  they suddenly come in  in greater numbers  looking for oil  even on the pillow sheets  if they do not find it outside the house  the oil is needed to make their chambers waterproof  especially in dry years they do not find enough sap of trees to meet their needs  and they enter the grease spotted house to meet their needs give them what they need   outsidewhen the ants come in  in greater numbers  i know that a rain storm will come  although the sun is shining and no real cloud is in the sky  then i place sheets of paper towel  soaked in olive oil  outside by the house  but a few yards away  this way the ants can smell the oil on their way to the house but are not attracted to the house directly  i hold the oiled pieces of paper towel down with some rocks  this way the ants can easily get the oil and walk off happily  leaving the house alone  one or two may still come in  but that s no problem  they are just checking ants like seeds and starchsprinkling sunflower seeds around also helps to keep the ants busy  a bag of bird seeds may be  4 and lasts a long time  it takes the ants some effort to carry off one seed  although the birds may gladly help to eat the seeds the queen knowsoften  i wondered how the ants know what s in the house  where the sources are and when  science found out that they have a psychic queen  who intuitively knows where the needed resources can be found  amazing  even when the ant queen was away from the ant home  she could still send her telepathic messages to the ants ants   the garbage crewimagine we had no ants on earth  ants who chew up the empty beetle shells  we would be swamped with these beetle shells  for they do not decay easily  the ants  like other animals in their own ways  take care of many other things for us  so that the earth stays clean let them livefor that reason alone i think we need to be kind to the ants and tell them in a gentle way that we don t want them in the house  but let them live outside a stone setting for the antsi never had a major problem with ants as long as i gave them outside what they needed  a small stone setting may be sufficient to place some fruit scraps  bread crumbs  seeds  sugar items etc  out for them  they will be so busy  carrying these items off  i place some fist size rocks in a circle  with spaces between them  and cover the 
1740,138489,how do you get in the spark plug case on a 2000 daewoo nubira  ,spark plug case    interesting terminology  there are some allen key screws which retain the black cover that runs down the centre of the top of the motor  5mm or 6mm allen screws  you can then access the plug leads 
1741,81456,how can i fix my motor  i have a 1997 crown victoria and it stopped on me in the middle of the expressway  i had it towed to my job and was told that it was no oil in it  but i check and put oil in there often  so it must to have had a leak  i was also told that the motor was  locked  or froozed  and there is no way that the motor can work again  since it will not turn  is this true  is there another way besides buying another motor or a new car james,james  thats true  their are was to repairing your current engine but they require extensive machine work and thats something only an engine repair shop can do  the best thing to do is to have your mechanic find you a used engine and put it in for you 
1742,9255,how to best  remove permanent paint color from your car  i have some letters written on my car s fender  how can i best remove it without damaging the paint coat of my car ,depends what kind of paint   first  try some rubbing compound that you d get at autozone to buff it out   if that doesn t work  try a little bit of laquer thinner  acetone  or paint thinner   if you still have the factory paint  it s cured  so the solvents shouldn t hurt the paint job at all   if you ve had the fender repainted  try rubbing just a little bit to see if anything happens 
1743,99398,how do you replace a water pump on a 2003 chevy trailblazer  ,drain the coolant  refer to draining and filling cooling system   remove the fan and shroud  refer to cooling fan and shroud replacement   remove the drive belt  refer to drive belt replacement in engine mechanical   4 2l   using the j 41240   secure the water pump pulley and remove the water pump pulley bolts  remove the j 41240   remove the water pump pulley   loosen and remove the water pump bolts  remove the water pump  clean and inspect the water pump  refer to water pump cleaning and inspection in engine mechanical   4 2l unit repair  discard and replace the gasket  installation procedureinstall a new water pump gasket  notice  refer to fastener notice in cautions and notices  install the water pump and secure the water pump with the bolts  tighten       on the initial pass  tighten the bolts to 4 n m  35 lb in          on the final pass  tighten the bolts to 10 n m  89 lb in     install the water pump pulley  install the water pump pulley bolts  using the j 41240   secure the water pump pulley while tightening the water pump pulley bolts  tighten tighten the bolts to 25 n m  18 lb ft  remove the j 41240   install the drive belt  refer to drive belt replacement in engine mechanical   4 2l  install the fan and the shroud  refer to cooling fan and shroud replacement   fill the cooling system with the specified coolant and concentration  refer to draining and filling cooling system   inspect for leaks  ps their is not v6 in these only stright sixes
1744,112240,how does mold affect a person  if you have mold in your home ,lunb ifections sinusitus  bronkitus and tiredness it can come in on feet from mulch and from the leaf mold in a yard if it  visable try half water half bleack where its safe to or get a bottle os spore killer or moss and mildew killer some times you may need a health inspector to come out  he may close down the house till the mold is gone
1745,75668,how do i change the headlamp bulb in my rover 75  nearside   outboard lamp   the air intake is in the way    ,check if there is an bracket around it it might be hold by a couple screw  from the outside of the vehicle if not u need to disconnect the intake but i don t really think is that complicated because is an older model i got a 98 rover and is very easy 
1746,45902,how can i get auto body information on a toyota camry le 1996  ,email me i have a small work shop for toyota  my staff might help  free  
1747,39158,how do i erase  clear  the engine codes on a 95 dodge intrepid es  ,a 95 is an obdii  disconnecting cables won t clear codes  you have to use a scan tool  never never never try and cross connect cables  you will eventually fry something 
1748,17461,how do you know when a leech field is bad  ,when your lateral line quit taking water the hole are usually plugged up   if you pull the clean out plug in the septic tank there will probably be a back pressure making it run out on the ground   some lateral line can be replaced and new gravel put back into the original trenches   this will let it go back into the ground 
1749,4373,how do i drain my residential water pipes to replace taps in bathroom  no shut off valves   ,if there are no shut offs for the bathroom fixtures  then you may have to shut off the incoming water service from the street  road  etc   it is usually right near the water meter   this will shut off the water to the whole house   then open the faucet at the lowest point of the house  then one at the highest point of the house  it will drain to the lowest point   do what you have to do  then shut the lowest point faucet off   open the incoming water valve  slowly  with the highest point still open  this will purge any air in the pipes   check for leaks   if all is ok  then let the high point run for a little while to get the air out   by the way  this shutdown may be a good time to put some shutoffs in the lines for the bathroom 
1750,135351,how do you change the slave cylinder in a 1992 ford explorer  where is it located  i had the clutch replaced in feb and now the repair shop is saying that my slave cylinder needs replacing and that it will cost about the same as replacing the clutch because it is located in the same place  they will need to drop the transmittion to get to it  i want to know if this is so  or are they justing getting over with the cost of labor   ,the slave cylinder on that vehicle is inside of the transmission bell housing and slides over the input shaft  the transmission has to be removed to replace it  i always replaced it when i did the clutch since the transmission is already out and the extra cost of the part is worth not having to remove the transmission later 
1751,128492,how do i reglue a vintage firebird headliner  ,try using 3m s super 77 spray adhesive  it works great   you can find it at a good auto parts supply store  art or office supply store  or the link below 
1752,89578,how to fix a heater cord in a 1993 ford aerostar  ,typically you don t fix a heater core  you simply replace it the heater core is in the passenger compartment usually along the center of the dashboard behind the temperature adjustment fan controls  you ll have to disassemble the interior to get to it  either the dash board from the top or from either the passenger or driver side from below it basically looks like a mini radiator and pokes through the fire wall  you ll need a specialized tool to disconnect the clamps the hold the heater core to the hoses that draw in the water into the heater core 
1753,92700,how do you troubleshoot a 1996 sable that will not start  battery seems to be working  has lights  radio etc ,just because the car s lights work doesn t necessarily mean the battery is fine does the car turn over  a starter motor  electrical  actually turns your engine when you are trying to start your car  if when you put the key in and try to start the car and you hear no sound at all  or maybe a click and then no sound  it would either be your starter motor has died and it needs to be replaced  or your battery can t give enough amps to the starter motor to start up the car i would recommend doing this in this order 1  check the fluid level in the battery  if the fluid is low in the battery fill with distilled water up to the necessary levels 2  have someone try to jump start your car with a pair of jumper cables  let the good engine run for a minute to try to place a charge in your battery  if your car starts up  then the battery is what was dying  or you were low on electrolyte  what the water you added to the battery becomes   drive the car for about 10 minutes to charge up the battery  don t use any accessories if possible  ie turn off radio head lights and anything electrical   if you turn off your car and it starts back up  your done if trying to jump start the car and it doesn t turn over or all you hear is a ping or click sound  then your starter motor is most likely the problem  you ll have to get the starter motor replaced 
1754,68940,how can i make a sheet of metal with a mdf backing glued to it rigid  so that it does not bend out of shape   it needs to be something that will not add too much weight to the whole thing   i have found in certain places that are hot  over a radiator or open fire  that the metal and mdf begins to bend ,if you must use mdf  go with a metal  frame     preferably on with support  ie crossmembers  on the hidden side next to the wall   otherwise try a better  or thicker  sealant over the mdf before glueing on the sheet metal 
1755,81057,how do i fix leaky hose bib  leaks through hose  can i fix without removing and replacing whole hose bib  can i take off top knob  remove and clean inspect ,if putting a new rubber gasket between the bib and hose end  you can replace the hose end very simply with a new one from a local hardware store   or if the leak is comming from the bib insides  you can shut the water off to the bib and take it apart   there should be a few small rubber o rings or gaskets which a local hardware store should have   piece of cake to do 
1756,43666,how do you get to the actual spark plugs on a 2000 daewoo nubira  there is some kind of compartment that the wires plug into coming out of the motor i think that compartment holds the plugs but it seems to be one whole part with no way to get inside and it also has a wire that plugs in the botom,check with the owners manual  also  go back to the dealer or any dealer of that make and ask 
1757,132955,how do i find out what transmission is in my dodge ram 1500   i need to know which specific tranny i have   ,depends on the engine transmission combination and the model year  1994 2001 dodge ram 1500s with 3 9 5 2 5 9 will have either the 46rh hydraulically controlled 4 speed automatic  46re electronic 4 speed automatic  or nv3500 5 speed manual  2002 2003 model years have one of two transmissions  the trucks made during these model years with the 5 9 liter 360 will have the 46re electronic 4 speed auto  but the trucks with the 4 7 liter v8 or 3 7 liter v6 with automatic will have the 545rfe  2003 and newer 3 7  4 7  and 5 7 all have the 545rfe 5 speed automatic tranny 
1758,20689,how do i adjust the carb on my stihl weed eater  it will run fine for a bit then won t idle or idle to fast    the weed eater will choke out when i give it gas so i am constantly riding the throtle  it usually runs just fine for about 10 uses after i have it serviced  then all of a sudden starts to idle way to fast and then starts to die when i give it gas  it has a new air filter and good gas  i m tired of always taking it to the shop for adjustment  it s old  about 20yrs  but still kicks butt  i have in the past adjusted the screws on the carb when i was in dire need of it half ass working  but then that was the end of it working well enough so off to the shop we would go  ,20 years old      this would warrant a carb rebuild  new diapragm  gaskets  etc     or a new carb if you don t feel like dealing with it     btw  1 to 1 5 turns out from all the way in snug as a baseline on both high and low 
1759,51380,how do you replace a water pump on a 1992 chevy lumina  i have a 1992 chevy lumina  the low coolant light came on about a week ago and has not went off  i checked the coolant  and it s full  the only thing that i can figure out is my water pump is bad  and i don t know how to replace it  i have checked the fan  the fuses  the radiator  my car doesn t overheat  but i m afraid that the motor is going to get damaged if i can t get the low coolant light to go off ,i would check the  coolant level sensor  first if the cooling system is full of anti freeze and it is not overheating or showing any signs of leaking  if the sensor has gone bad it will turn the  low coolant light  on  but the system will remain full and functional 
1760,60778,how do i pull the joint from  the transmission of a 94 mazda protege   manual   i pulled the axel out from the boot but the cup end is still in the transmission  how do i get this cup to release from the transmission to install the new one ,i use a prybar with a 90 degree bend   a carpenters  wonder bar  works great   just pry between the transmission case and the joint   it ll pop right out   you might want a pan underneath to catch the oil spill 
1761,67275,how do you repair a convertible top  ,you can purchase iron on patches if the hole isn t too big    if its big   take it to an industrial seamtress  they can do wonders good luck
1762,17179,how to replace the front parking light bulb of toyota corolla  ,do you have an owners manual     if not go to an automotive shop and pick up a book that is related to the kind of car that you have 
1763,95345,how to lay perforated drainage pipes  ,jerry069 has a very good answer  it also depends on what you are trying to do   if you are laying a lateral line on a septic tank the hole in the pipe should be turned to the bottom of the trench  with a slope of 1  that is 1  in 100ft    if you are trying to lay a french drain to convey water from the footing around a building you can turn the holes on the side so water will enter in the pipe and you can convey it to a ditch or a gravel pit 
1764,51572,how do you repair a seal in a century pool motor  ,the motor has no seal  the pump to which it is attached does  however  have a seal  i must know which pump  preferably model number  you have and i can talk you through seal replacement  if this is not an option  then as a general rule you must disassemble the pump  remove the impeller  change the seal  and reassemble 
1765,112077,how do i fix leaky pipes  ,call a plumber     or  if the leak is in a joint  you should use a monkey wrench  the big ones  and tighten the nut around the joint  if it is in the middle of a pipe  you have to replace the pipe1  turn off the water   at the source  not just at the faucet  2  loosen the joint nuts at either end of that pipe3  replace the pipe with one of the same diameter and length  it s not that hard 
1766,110734,how do you fix a squeeky hardwood floor  ,the best way to do this is if you have a basement and you can access the floor joists   if you can have someone walk around up stairs so you can find the squeak down stairs   once you find the squeak drive a shim between the sub floor and joist until the squeak stops  don t drive it in to far or you will put a hump in the floor  not to hard just time consuming if ya have a lot of squeaks 
1767,17412,how to take off a transmision on ford taurus 1994  ,get a buddy and go for it   see link below take your time  good luck
1768,32831,how can you disable the door dinger on a  99 s10  ,wire cutters or the biggest       hammer you can find
1769,117888,how do u hook up the vacumn lines for a 1977 chevy pickup 292 motor  truck was given to me but person pulled all vacumn lines and i am trying to put it back the original wayany suggestionis there a manual or diagram that shows how they are run   truck will start up  but not getting any vacumn to the carberator,a couple of different things you could do go to your chevy dealership parts dept and ask to see thier book on it go to the local library  they may have it put an ad out on cl for someone else who has the same vehicle you do  ask them to come by so you can take a look  don t forget to offer a beer or two 
1770,16759,how do i know if something was built with pressure treated wood  i just bought a house with a deck  now i find out there is termites in the wood  i have to replace the deck  but i m wondering if the footings would be ok to re use if they were made with pressure treated wood  i don t know if you can tell by the color  or if you can tell at all  any advise is welcome ,from what i understand  wood species commonly pressure treated in the southeast us doesn t need injection holes   that may be why untouchable has never seen them   the species used in the west  where i live  do need injection holes  staggered parallel rows of half inch long cuts    most pt stuff here is over dyed brown  to get rid of the green tint from the chemicals   and wood treated with cca is no longer legal to sell in the us   acq is a common substitute   the new pt chemicals are more caustic than cca  and require use of fasteners  straps and brackets with thicker layers of galvanizing   just replace everything  you ll take a big risk leaving the old stuff in place  and won t save much money   the building codes in your area should be designed to prevent termite infestation  requiring metal shielding and no wood to earth connections  for example   follow them 
1771,45746,how do i construct a router table  i have difficulty with straight line routing  ,in order to do straight line routing  you dont neccessarily have to construct an entire table   the easiest way would be to purchace an edge guide from the same manufacturer as your router   this will assist you in straight cuts parrelel to the workng piece you have
1772,63004,how do i fix the leak in my t tops on my 1992 300zx  my 1992 nissan 300zx has a small leak on each side  how do i fix it ,order new weather stripping at auto zone
1773,35574,how do you repair a parking brake  parking doesn t really work until you pull hard,all you need to do is adjust the rear brakes   the parking brake operates the rear wheels only   you must have drums   you pull out the rubber plug on the brake backing plate and turn the star wheel with a big screwdriver  both wheels   stop when the brakes just start to drag   you re moving the worn shoes closer to the drum 
1774,23260,how to fix an outdoor faucet  it is leaking from the top  only when turned on ,unscrew the top of the spigot  and there is a washer in there   take it out and get a new one  and the faucet will stop leaking   or you could replace the faucet   either way 
1775,50220,how do you change a plug  ,you need to be more specific  spark plug  drain plug  fire plug  tire plug  or joanne pflug 
1776,109042,how do i install an add a leaf to a 1993 jeep cherokee  i d like to diy the leaf spring to compensate for the suspension droop,you dont   get a toyota 
1777,124054,how should i clean a choked bath tub drain  ,fill with only hot water and plung away if that doesn t work then go to a pumbing supplier and ask for an acid product  forgot name  that cleans pipe obstructions  not drano etc  it s a black acid pour that into the drain and let sit for 20 min  make sure no water in the tub or the acid will ruin the finish  in the drain only then flush  no plunger  with cold water only use eye gogles 
1778,114735,how do  i recharge the air conditioner on my dodge pickup  ,i totally agree with  thefarmersson  in the above post   if an a c system requires recharging  that means that there is a leak in the system   a c systems are closed systems that should never need to have additional freon added   unfortunately  the parts stores that sell freon don t really stress that a proper diagnosis needs to be made prior to adding additional freon   make sure you have repaired the leak in the system prior to adding additional freon   assuming that you have already done so  you will need the following  a vacuum pump and preferably a set a of r134a gauges or r12 gauges depending on your year model   the purpose of using a vacuum pump is twofold   it helps get all of the moisture out of the system and by pulling a vacuum on the a c system  you can verify that your repair to the leak in the system is fixed   to verify that your repair worked  hook up your a c gauges to the service ports and proceed to operate your vacuum pump   after running the vacuum pump for 20 minutes  your low side a c gauge should indicate that the system is under about 30  of vacuum   shut off the vacuum pump   let the vehicle sit for about 20 minutes and then come back and check the status of your gauges   if the low side gauge returns to 0 psi  or  atmospheric pressure  it means that outside air entered your a c system and brought the pressure back up to atmosperic pressure  indicating a leak   if this occurs  there is no point to charging the system with more freon because it will just leak out  and you will have to go back to the drawing board and attempt to find another leak   however  if the gauges remains close to 25  to 30  of vacuum  the system is ready for charging   hook up a can of freon to the yellow charging line on your a c gauges   with the engine off  open up the charging port on the yellow charging line and then open the low side port on your a c gauges   this will allow freon to start flowing from the can into your car s a c system   once the freon stops flowing  turn on your truck s engine and a c system   the a c compressor should kick on and start sucking more freon from the charging can   if the compressor does not kick on  there is an electrical problem present  which would be a totally different subject   basically  after the compressor kicks on  continue charging more freon into the system through the low side of the a c gauges until your gauges indicate about 30 35psi on the low side and 200 250psi on the high side   if everything is working properly  you should experience a 40   45 degree a c vent outlet temperature   if this all sounds too complicated  i would reccommend taking the vehicle to a reputable technician in your town who has the proper equipment to do the job   i don t reccommend these quick charge kits that the parts stores sell because they do not include pressure gauges so you don t know if you over or undercharged your system   proper operating pressures are essential for proper operation 
1779,102228,how do i find a contractor to clear brush from a lot in harford county  maryland  ,try the area s newspaper classifiedshttp   www theaegis com 
1780,62789,how do you dispose the old oil after chainging the oil in your vehical  im not sure what to do with it  can you just put it in a container and throw it in the trash can ,from an environmental standpoint  that would be a bad idea   usually  your local auto parts stores will have a disposal  bin  for old oil   pep boys  schucks  checker  kragen   try any of these if they are in your area 
1781,105320,how do i fix my door knob  the door wont close  ,if the door won t even close then it s most likely the door jam not the knob align it and tighten it back up or replace it they come with instructions 
1782,723,how do i change a solenoid on a fridge  ,some things are better left to appliance teck s but if you wish to do your own repair see source 
1783,24025,how to clean black rubber strips around the window of my car  two of my cars have a black rubber type strip around the windows  and the other one has a shiny coating on it anyhow  the rubber stripping is starting to dis color  i ve seen this on other cars  but i want to prevent this  i take it to get washed  i don t do it myself  i was wondering what is the best way to clean this strip so it looks good and not cause damage i ve gone all over town and no one seems to know what should be used to clean this thanks ,i use armorall its good on vinyl  rubber   if u can use it on your tires u can certainly use it on the rubber around your windows  mine look like brand new because it protects the rubber and makes it shiny 
1784,20922,how do i tighten tierods  66 chevy pick up truck,other than the sleeve or collar that connects the inner and outer tierods  on each side  and the big nut with cotter pin  there is no tightening  they do swivel  but there should be no play  when they arec worn out and have play in them  they need to be replaced  its a low cost item to replace  rather than having your truck loose control while driving because one broke 
1785,134606,how do you clean a truck that has been stuck in mud  the mud got into the cab  stuck in a storm flooded creek  the engine got coated in clay mud   still runs   ,just use a high pressure jet wash  we used to do it all the time   inside and outside the vehicles   when you re jetting the engine keep it running and have someone rev the engine a bit  try to avoid getting too much water into the electrics use a wet dry vac to remove as much water from the interior and fabrics and leave to dry in the air done this prehaps 100 times all told on all sorts of vehicles   mainly suv s and ex military vehicles  never had a problem 
1786,5709,how do i get dried krazy glue off my kitchen counter  plain and simple   i dropped the krazy glue and it splattered on the counter   i thought i got it all but didn t and now it s as hard as rock ,acetone or nail polish remover should work although it could damage the counter surface i guess it depends on what the counter top is made of 
1787,10328,how can i power a vacuum cleaner with a battery  if my cleaner works with  120 v   50 60hz  3 4a peak hp  1 75 i m making a home made hovercraft  a circular shaped gliding device   which uses a vacumm cleaner to provide the air cushion that makes it glide  but the celaner s wires get in the way while glading  so i want to power my vacuum with a bettery  so to make it wireless  thanks ,yes an inverter will work for a short while   but it won t be practical due to the currant needed  at this time the delima is too much weight from wet cells for the longer run  a series hook up with multiple batteries  your motor is a brush type motor and it s going to get hot and destroy itself careful not to get too involved flying  as your going to come down unexpectantly gas engines are the only one s sucessfully doing this and balance is tough  not to mention brakeing  but   have fun 
1788,29503,how do i remove rust marks from glassware  i want to remove old rust marks from some drinking glasses,vinegar and lemon juice mixed with a little table salt will take the marks out  also put a little bleach on the spots  let stand for a few minutes  and then wash all of your glasses out in dishwater 
1789,107279,how do you tell how many poles a altenator has  ,2  4  8  16      alternator secrets created 01 15 00 anozira updated 02 04 02 http   members 1stconnect com anozira alternator secretsauthor unknown   date unknown introductionin the last two decades alternators have replaced generators in motor vehicles  the reasons are many  output current can be produced at lower rpm  voltage can be more accurately  controlled with solid state regulators  alternators need less maintenance  and they cost less to manufacture when modified  auto alternators can provide variable direct current at 0 to 120 volts for battery charging  hot charging  light arc welding  or for running ac dc appliances and lights  another simple modification provides ac power to run some transformer operated appliances  if you know the secrets of its operation and the modifications possible  the small low cost alternator can become a versatile power plant basic constructionthe old fashioned generator contains a wound stater which produces a constant magnetic field in which a revolving coil of wire  called an armature  turns  a commutator on one end of the armature made up of many individual brass segments passes the generated current to the outside world through carbon brushes because commutator segments must be electrically insulated from one another  they can not be fabricated from a single  block of metal  each commutator segment must be individually attached to the armature shaft  this is a source of mechanical weakness  when the armature is rotated at high rpm  centrifugal force can cause the commutator to explode  throwing segments in all directions to prevent explosions  the generator is usually driven at less than engine speed  an auto engine may turn 5000 rpm  but the generator must be geared to a maximum 2500 rpm for safety s sake  as a result  the generator turns so slowly at low engine rpm that it produces little or no current  a modern alternator  like the generator  contains both moving and stationary coils of wire  in the alternator  however  the moving coil  called the rotor  uses current supplied through slip rings to generate a moving field  power is extracted from the stationary field coils slip rings replace the weak generator commutator  the rotor coils themselves are encased in a strong soft iron shell making the whole assembly much stronger than the generator armature  the net result is that alternators can be driven to much higher speeds without danger of explosion  in fact  alternators are usually driven at up to twice engine speed some running at 8000 rpm or more  at low engine rpm the geared up alternator turns much faster than a comparable geared down generator  the net result is that the alternator can begin producing useful charging current at lower engine rpm than can the generator  a coil of wire rotating in a magnetic field produces an alternating current with a frequency dependent on how fast the coil turns  one cycle being produced per revolution  a generator armature uses a commutator to mechanically switch rotating windings in and out of automobile s electrical system to produce direct current the three separate stationary windings of the typical auto alternator produce three phase alternating current  rather than use a commutator to mechanically convert ac to dc  the alternator uses six diodes in a full wave bridge rectifier circuit  in essence the diodes are solid state switches with no moving parts  making them maintenance free and explosion proof the alternator output voltage can be controlled or regulated by varying the rotor current  regulators sample the output voltage and automatically change the intensity of the rotating magnetic field by adjusting the current fed to the rotor through the slip rings  the adjustments are made in such a way so as to bring the output voltage to the desired level three phase powersurprisingly  alternators are constructed with three sets of field wi
1790,2761,how do i repair the circulaire on a ge window unit air conditioner  ,take the front grille off the unit and see if the air deflectors are blocked or moveable  if not  some run by a little motor  or by the flow of the air  just see if some dirt or something is obstructing the vanes from turning 
1791,48391,how to change a low beam headlight on a 95 chevy cavalier  could someone please tell me how to change the low beam headlight on my 95 chevy cavalier   thanks ,open the hood and there should be some hidden screws and remember first of all if its halogen not to touch the bulb it will instantly burn out  that could be the only problem  if you cant do it take it to a small auto part store and ask someone to do it for you 
1792,86638,how can my tiles be back 2 gloss again it got stained due 2 improper use of muriatc acid its a bathrm tile  what brand can i use 2 remove d stain when tiles get wet its glossy but wen its dry it looks like drops of soap and has lines all over some told me 2 use wax tiles 2 polish it is there a product like that,the best answer is to replace the tile  ala winddancer  but you can use a automotive glaze product to make the tile shine again  for a while check out glazes at your local auto store   here s one to try http   www properautocare com megsno7showc html
1793,134964,how do you adjust the sensor on a motion activated flood light  ,basically you may adjust the level of sensitivity and the duration the light will remain on after it has been triggered   these controls are small switches often located on the bottom of the sensor unit 
1794,65361,how can i prove to an engineer that one side of my house is higher than the other  my house was poorly built and possibly placed on a foundation that was not level  lolly columns in the basement go from taller to shorter the lowest part of the basement   instead of the other way around ,i m an engineer and i have four bubble levels but i wouldn t use them to check the level of a house  i would use a laser level  surveyors level or a transit set up in the level reading mode 
1795,11806,how can you remove limescale deposits from marble  ,most of the commercial  limescale removers  are a cocktail of strong chemicals and are therefore notrecommended  limescale is a chalky alkali deposit  to remove it a mild acid solution is required limescale deposits can be removed by overnight soaking in a 1 part vinegar to 5 parts water solution  tryto use colourless vinegar rather than the common brown  malt  type 
1796,16243,how to put a bolt throgh back plate and sector gear on a ford windstar door for power window  ,if there is a hole in the sector gear move it over the bolt   if it does not have a hole maybe just leave that one out 
1797,127797,how do you release pressure in fuel line on 2002 ford ranger  ,crack a fuel line  either before or after regulator depending on your prob 
1798,10121,how do i add refridgerant to my 1997 chevy venture  the problem i m having is i can t see where the low pressure port is   pics or diagrams would be helpful ,in most states you have to be certified to do any type of refridgerant application probably would be best to take it to a chevy dealer 
1799,136749,how do you remove white  salt   deposits from the brick on a house  i live in a winter climate  cold and snowy  and this spring i noticed i have white deposits on various places on the brick  spanning several bricks each section   someone said that the bricklayers use a special curing method when they re laying the brick in cold weather that might cause this problem  any idea how to remove it ,the white stuff is efflorvescance  its calcium deposit that exits the brick through moisture if not too bad you can do like other answer said wait to dry out then scrape or brush off if its bad    like a thicker shiny white its much harder we use a surekleen product that helps break it up apply with a brush and alot of scraping this is one of the biggest dilemnas in masonry cleaning for best results youll have to do it many times with dry time in between once its off and you are certain the wall is very dry  like in the summer then use a masonry waterproofing on the wall so no more moisture gets inside the brick until the moisture is completely dissapaited from internal part s of masonry wall the salts will continue to come out every year thats why its important to seal with a waterproofing thats made for brick and block walls 
1800,33379,how do i re light the pilot light on my kenmore oven that is installed in my mobile home       please help     ,dear gm    if you smell gas  don t do anything call a service person right away and open the front door to let air in if you don t smell gas     some ovens don t have a pilot light  but if yours does open the lower front door on the range  and look way into the back on the rear upper part of this area there will be some pipes and other parts the pilot light is in this area it s flame will be very small move a lit lighter around in this area and if everything is working right  the pilot will light and stay lit but  again  if you smell gas  open the front door and call a service person right away 
1801,53483,how can you tell when your roof needs replacing  ,usually when the bottom edges and corners of the shingles start to warp or curl  when small pieces break off the edges or small holes appear in the shingles  or when it becomes obvious the granules are coming off in a few places  if you have many of these symptoms then it won t be long before you have a leak and then things get a bit more urgent hint  in the winter many landscapers take up part time work as roofers  so if you have someone come to give you an estimate and they drive a landscaper s truck  back off   i have known someone who had this and the new roof leaked worse than the old one 
1802,138709,how do i remove the front spindle  on a 2000 ford ranger 4x4   the nut is removed but having dificulty removing the tapered bolt,buy the repair manual   follow the instructions 
1803,11568,how to change a 2005 volkswagon beetle rear turn signal bulb  ,there is a cover inside the trunk and once you remove it there is a butterfly nut that holds the tail light assembly unscrew this nut and whole taillight comes out 
1804,26186,how do i replace a right hand outside mirror on a 2001 nissan frontier sc  ,buy the shop manual and it ll give you step by step 
