,FaqID,FaqQuestion,FaqAnswer
1555,20328,How can I find a publisher that send books directly to inmates in Georgia? ,book stores can do that..it has to come from the book store directly...have some one go there for the book u want and pay to have them mail it to you
1556,48832,How do I detect black mold and what do I do if it's in our home? ,"Awww, going through this right now.  I've had 6 sinus infections and 3 bronchial in a year.  We cut out a piece of our wall in a suspicious area to see if there was anything and found tiny black dot on our 2x4's.  You can soap and water the boards down and a new spray made by Concrobium called mold control will kill fungi and prevent it from coming back (home depot has it) but you also have to fix the problem that provoked the problem in the first place. We have had to gut our entire basement and garage to change all the insulation to the new water resistant insulation and take the plastic off the concrete.  (that was our problem, double plastic barrier, is a no, no)  Find then fix but source out and have help on hand if needed.  Do not put a blind eye to this.  It could and will cause major health problems."
1557,54442,"how do i make my engine run like new? i have a v6 mazda mx6 1994 with 155,000 miles. what can i do to basically ""rewind"" the mileage and i don't mean like how on faris buler they put the car in reverse. i want the engine to run like new again. I heard there's stuff called gumout that people put in their gas tank that cleans out the fuel injectors.  does this stuff really work? and should i do an engine rebuild? are there other ways to make the engine like new besides a rebuild? and what are they? and how much would it cost","There are plenty of products for cleaning injectors, removing carbon from the pistons etc.  It really depends how bad the engine is.I would try the addatives first but to get try performance improvements you are looking at a strip and rebuild.Have fun."
1558,104881,"How to stop the window from making the cracking noise? I have two big windows with wooden frames in my room, and my room is facing the sun. So everyday when the sun comes out, the woonden frames get heated and started to expand, and they started to make some noise, which sounds like the window is going to crack. The noise is so annoying and I couldnt sleep with it. it's getting worse if my room is so warm, how can I stop the noise? I have tried open some windows and it helps a bit, but the noise is still there.",Spray the frame where it slides with WD-40. That will allow it to move smoothly and quietly as it expands & contracts.
1559,54793,How do I replace the dash bulbs in my 1988 Jeep Cherokee? ,"These bulds arre not easy to get at. Some you can reach from underthe dash but most of the time you have to remove the dash to change them.Now removing the dash is not easy and as a mechanic I would tell you to take it to someone to have it done. There are wires, grounds let alone the speedometer cable you must remove before you can get it out.If you do attempt to do it yourself, remove all the screws you can see and gently pull the dash to you, untill you can get your hand behind it to remove the speedometer cable.Then and only then can you get the dash out and replace the bulbs."
1560,55184,how do i install a lauan door? ,"Ok Tessiecom,  If the door you have is not a ""pre-hung"" door then you're in for a challenge.  Although a pre-hung door can be installed much easier than a ""slab door"", it can be done.  The first website below will show you how to install a door that is pre-hung.  and the second will give you some ideas on what is involved in prepping the slab door before hanging it.  I hope this helps, and I will add more as I find it.The last link is a Lowe's link, it's pretty detailed.  Another thought I had is that a lauan door is generally hollow, which doesn't leave much wood around the outside edge of the door.  That translates into ""not much room for error""  especially where the mortising for hinges and beveling doors edge is concerned.  So one helpful hint- Measure Twice and Cut Once.  Good luck."
1561,54209,how to pull codes abs brakes 1999 ford windstar? ,Mechanic to pull the code and recomend work BUTu take it home and fix it if u can
1562,28229,how do build my own pressure washer with gas motor? ,"The dangers of making your own pressure washer could result in serious injury.  You would need to create a sealed compression chamber for your air that would have to create 1400+ PSI and hold 1-5 gallons of air for personal use, and 20-50 gallons of air for commercial use.  you would then need a water source, hose or tank.  by the time you go through all of this trouble you will have spent more than you would to buy one."
1563,15630,How do you check the transmission fluid on a 1992 nissan pickup? I dont know if you are supposed to put it on park or on neutral.  I also dont know if I should do it wile the enjine is hot/warm or cold.,"With a warm engine (In PARK), pull the dipstick, which should be located near the firewall. If the fluid is brown or dark you need a fluid and filter change. If it is reddish and somewhat transparent, it is clean. If the level is low be sure to add fluid a little at a time, do not overfill. Hope this info helps."
1564,937,"how do you clean the headliner in your car, especially if previous owner was a amoker? Light gray headliner is slightly discolored & fabric has pilled.","Go to your local auto parts store or dept. store's auto section and buy some foaming carpet shampoo. Spray it on and work it in with a clean cloth, turning freuently and chage cloths as needed. Don't use a brush. Once it is reasonably clean let it dry fully. To get rid of the pills, try either one of those sticky lint removers or better yet, there is a little ""fabric shaver"" that's battery operated & cheap to buy about anyplace. Carefully run it over just the pilled areas and it will remove them. The best part is you can use it on sweaters, etc. too. Hope this info helps."
1565,105383,how do u paint plastic with normal spray paint without it bubbling? ,"You should put primer on it let it set for a bit then spay a even cote, a couple minutes latter spray it again. it will probably cost less than that Krylon stuff"
1566,137308,how do i replace a cracked floor tile? This is a 12 or 13 inch square ceramic tile in the kitchen that something was dropped on.,"The first thing you need to know is that unless you have spare tile from that exact dye lot, the chances of you matching the color of that tile is slim. Sometimes it is better to live with the cracked or chipped tile insted of replacing one that is much lighter or darker and stands out worse than a crack. If you are determined to replace the tile, get a grout removing tool or with a dremmel tool, a grout removing blade or bit, remove the grout from all four sides of the tile.  With a masonry chisel and a hammer break the tile into bits and remove it completely.  Use a 3/8"" notched trowel and apply thin-set mortar until the tile is raised slightly above the rest of the tiles right around it.   Lightly tap the tile down until it is even with the rest of the tiles. Let it dry for 24 hours and regrout."
1567,111787,how do I figure roofing materials? ,"1 square is 100 sq. feet.Find total sq. feet and divide by 100 thats many sqaure you have.Ususally 3 bubdle of shingles covers a square so multiply you square by 3 and that many bundle you need,"
1568,46060,"how to fix my ford focus clutch? 2000 ford focus, ztx 4 cyl","Make sure, before you start trying to replace a clutch, that your clutch cable is adjusted correctly, not broken, and such. It sucks to replace a clutch because it is out of adjustment."
1569,55501,how to find the area of a hipped roof having two different slopes...6/12 and 12/12? ,The slope makes no difference to the area.  Multiply the total length by the total width.  The answer is the area.
1570,76205,how can i read test results from an automotive battey test? ,"The best way to test an automotive battery is to load test it. To do this you must fully charge the battery first. When the battery is fully charged, take a load tester (borrow from Auto Zone) hook the cables to your battery, and crank it up to the amps that the battery is rated. If the needle remains steady, the batt is good, if it drops sharply, the battery is bad."
1571,44483,How do you adjust the valves on a 2004 Honda TRX500FA/FGA ATV? ,get a ford tool (20lb sledge)...... use it
1572,107670,How do you fix a door handle on an 88 buick lasabre? Cost? The drivers side will not work to get into the car and i need to get it fixed.,in order for someone to help you you need to be more specific on your problem.maybe the linkage from inside the door has come loose or broken off.if so you need to take the panel off to repair. actually in order to do anything you must take the door panel off.a handle can be bought at your local junk yard.if the linkage is the problem that may also be found at the junk yard.
1573,62369,"how to pay for an auction ? i am an international ebay member , i want to bid on auctions , and i am not allowed to open paypal account (mycountry not listed yet on paypal) how to pay the seller easy and fast ? i hold a golden credit cards (visa & master card)",Look for a seller that will accept credit cards directly or will accept a check or money order from you.
1574,103033,"How do you remove the right engine mount on a dodge neon 2003? I can't get the bolts on the mount out, they run into other parts of the engine before I get them out.","You will have to remove any component that is blocking the bolts. Make sure you support the engine from underneath.  Remove plastic inner splash shields, you will have easier access. www.autozone .com has instructions.  Lookup info for older Neon. If you lookup repair info for the 2003 it will say its not available. The older Neons are the same. I looked up a 1995(its the same)"
1575,58631,How do I change rear brakes on a 1996 sebring.? ,"all vehicles are different for drum shoes parts and emergency brake cables which back drum brakes control. no one will be able to give you a step by step as it would be too long thusly youll have to get a manual or if you want to save money go to library and ck. out manual or use there computer to print out what you need and a step by step. do yourself a favor and follow ALL directions step by step w/out using or trying to do a shortcut. if run 9into snag fix the snag FIRST before you move to next step. theyll even show what tools youll need to do job and how to adjust when finished. if you see any wet brake fluid coming from wheel cylinder (itll show you where this is) then replace the pistons,rubber seals etc. that comes very cheap w/kit. for so cheap a price for wheel cyl. kit id replace everytime brake drum pads need changing. also if inside drums arent smooth then youll need to have a machine shop turn them til smooth,,dont let any of these things worry you about price there both and all cheap. just take your time anf follow directions ONE at a time and youll be fine."
1576,12197,"how can find someone that hauls off junk and debre from our yard? a part of a mobile home, tires, trees, metal parts and debris",Look in your local want ads. Our paper always has several ads for hauling off junk. You can also make up a couple signs and post them on your supermarket bulletin board or your local laundromat.
1577,77212,How do install a old heat only thermostat. All i have is a red and white wire.? ,Depending on the heater you are trying to hook up the color ofthe thermostat wire may vary with manufacturers.  Try the link  down below.  You should be able to find an answer.
1578,44893,"How can I tell if my AC compressor needs to be replaced on a '92 ford explorer? '92 ford explorer is making a grinding noise, and it speeds up as I eccelerate.  It sounds like it is coming from the top pully forthe belt.","Does the A/C blow cold?  Take the belt off and try spinning the clutch (Triangular shaped piece, not the pulley) if it grinds you are in need or will soon be in need of a replacement."
1579,57559,how can i calibrate my carburator? ,"imad,""Calibration"" is not really something you do to a carburetor.There are certain adjustments to some older carburetors that can easily be done without disassembling it.It's best to take the car to a shop that still has techs who know how to service a carburetor.There are not many good carb techs around."
1580,101927,"How do you change a fuel filter on a 1999 Chevy Malibu? I'm going to attempt to change it myself, I'm just not sure where it is located. Thanks!","1st of all, disconnect the battery cable & remember to relieve all pressure from the fuel system.  Assuming that you have a 3.1L, then  disconnect the quick-connect fitting from the in-line pipe filter. Install with a new o-ring in the same position.After installed, turn the ignition to on for about 2 seconds, off for about 10 seconds, & then back to on.  Inspect for any fuel leaks."
1581,26205,How do you change the front brakes on a car? My girlfreind is learning car maintenance and has this question cause she is new to this site.,"The first time I had to change my brakes....I bought a book especially for my car.  It was under 20 bucks.  But it had everything you needed to know.  Tools, type of brakes everything.  You can get these books at any auto parts store.  I'm sure your boyfriend knows what I am talking about.  It shows you step by step how to do it all.  Good Luck."
1582,99691,How do I replace the 2004 kia sedona cabin air filter? ,"Dont listen to people who say oh its only 2004, its new, you dont need to, your filter life depends on the air quality in your area, but a year, or 12,000 to 15,000 miles, typically is the recommended replacement interval. A cabin air filter may be in the outside air intake, visible with the hood up and perhaps a cover lifted. Or it will be under the dash in one or both of two general locations:• Above the blower in the back section of the outside air intake, a location well protected from moisture.• Between the blower and the rest of the HVAC case.If the owner's manual doesn't tell you the location, and you can't see it with the hood open, check behind the glovebox--perhaps you'll see an obviously removable (with a spring-tab or similar retainer) rectangular plastic cover. Next, look under the dash (on both the driver's and passenger's sides) for a removable plastic cover in the HVAC case. If you can remove its cover, look inside the HVAC case.Still no answer? Buy the filters, something you have to do anyway. You've got two choices:• Buy the factory filters at the dealership at full price. This way, you'll know for sure what they look like and get some idea about how they have to be installed. You'll also find out how many your vehicle has. The parts department should have a diagram to show you where the filters are located in the car.• Buy aftermarket filters that come with step-by-step instructions from an auto parts store. The odds of the original equipment parts coming with instructions are extremely slim. Do all aftermarket filters have them? No, but if you're shopping at a parts store, you should be able to check in the boxes on the shelves. Also, these parts probably will cost less.Replacing The Filters In The Air IntakeThe filter in the outside air intake (even if there are other filters) takes care of most of the dust and pollen, so it's likely to plug first.The typical procedure begins with removing the air intake screen, which is held by ""Christmas tree"" plastic fasteners. If the ""tree"" has a center pin, pry it up with a thin-blade screwdriver and then wiggle the tree out of the hole. If the tree is a single-piece design, you'll have to pry it out. Most of the time, it will break and you'll have to replace it (blister packs of replacements are sold in most auto parts stores).If there's a rain/snow deflector over the filter, remove it, then extract the element. The filter element may be held by a plastic tab, or it may slip into a retainer housing that you will reuse with the new element. Some dust may have gotten around or through the filter. Use a vacuum cleaner to clean the outside air intake duct. Be careful when you reinstall the air intake screen, as well as any cover over the filter element. If the gasket surface around the screen does not seal, or if the cover (actually a shield, in most cases) is not reinstalled, rainwater can flow into the filter, saturating it.In The Case, Above The BlowerIf the filter is in the case above the blower, most likely it is behind the glovebox. Removing the glovebox may be easy, but you may not have to remove it at all.Many filters (such as on most Hondas and Toyotas) are just above the blower behind the glovebox, and you'll have to drop it for access. In the best of cases, you can flex the sides of the box so the pins clear the dash, then pivot the box down for clearance. In others, the entire glovebox assembly has to come out, which means removing a number of retaining screws, not all of which are visible.The cabin filter is a type of air filter that in some respects--such as pleating to provide a lot of surface area in a small package--may resemble an engine air filter. However, it usually is made of different materials, the main one being a charcoal layer in many elements. Like some engine air filters, the dust and pollen filtering ele"
1583,89435,how do i retrieve trouble codes on a 2000 lincoln town car? ,You will need an NGS or a diagnostic computer/tool in order to pull the codes.  Dealerships have them.  Most autoparts stores will also lend them out or pull the codes for you.
1584,35573,How can I remove roots from my plumbing? ,Copper Sulfate will kill roots & then they will rot.Check with a hardware or farm supply store.
1585,138143,how do you change the blade on an edger? ,"First make sure you have the correct replacement blade and understand which way it should be placed on the threaded shaft.Secondly, have the correct size wrench (watch metric vs. ASE sizes) a pair of leather gloves, and a wooden block handy.Next, remove the spark plug wire for gas units, unplug for those that are electric.Fourth, with your gloves on, use to block to keep the old blade from turning, loosen the keeper nut in the opposing direction of normal operation.  Remove old blade and arbor from the shaft.Install new blade.  Watch they can be quite sharp.  Tighten keeper nut with the block in place to keep blade from spinning.Follow through with spark plug reconnect.Best of Luck."
1586,77793,How do I boost my car battery from another car? help! I've got a wedding to attend in 15 minutes and the car is dead. Help please!!,"Here is the procedure I teach at school:Positive of bad battery, positive of good battery, negative of good battery, negative ground of bad battery car. This is the safest way to jumpstart for 2 reasons. One there is no risk of shorting the cables and secondly, by connecting to the ground you will have no spark at the battery. A discharging battery emits hydrogen gas and we all know what happens to blimps when exposed to fire! Boom!Sorry, I just realized I am probably too late."
1587,67021,How do I install vinyl siding? ,"Vinyl siding is ""hung"" not installed. Drive the nails almost all the way in leaving a small gap for expansion. Vinyl siding can ""grow 1/4"" in length in the sunlight. Make sure you can slide the siding horizontal after nailing or you will get bulges and ripples from sun and winter heat and cold."
1588,13379,how to replace fuel pump on 1997 mazda mpv? ,"Do you have the manaul, it should have directoins"
1589,57199,"How do I stop my 2002 Ford Taurus from having a smell from the heater? I get a very nasty, intermitant smell from the heater.  I can not be more specific as to when it occurs.  It seems to be better if I have the A/C on.",Your Air Conditioner drain might be partially clogged which causes water to remain stagnant in your heating and cooling coil box and mold to grow causing the smell. It's a simple matter to clear the drain tube from underneath the car. A leaking heater core would eventually produce steam and antifreeze smell in the car with obvious leaks on to the rug when the heat was on.
1590,40110,how does a portable electric generator work. How do you check & repair.? ,"An electric generator works just the opposite of an electric motor. Where a current applied to an electric motor spins a magnet inside a copper coil, a generator spins (via gas engine) the magnet inside the copper coil to produce a current. If you are having mechanical problems, you'd service it like any small engine. If the engine runs fine but it doesn't produce a current, then you know its the generator. As for how to repair either, I couldn't tell you. I'd just take it in to a small engine repair shop."
1591,123587,"How do I fix a high idle on my car? When I start it its above 2000rpm and I usually wait for it to get close to 1000, its an 87 acura integra, any reasons for having a high idle and any advice on how to fix it?",The idle should be higher when you start a cold engine. After it warms up it should typically idle at 750 RPM. If it's idling higher your shop technician can hook up his scanner to your computer and see what engine operating parameters are not reading normally. You could have air leaking around your air flow sensors or an idle air control problem. The computer scanner will tell him where to look for a problem.
1592,122471,"how to clean the burnt part of a copper frying pan? it's the inside section where you cook your food, not outside where it's exposed to the fire",Copper Glo and a paper towel.  Wash again with dishsoap to remove the film left by the Copper Glo.
1593,65172,"How do I fix the agitator in my washing machine? It is a Kenmore H D 70 series, made by whirlpool cannot find owners or repair manual anywhere HELP PLEASE!!!!!","Try these sites first.  Depending on what's wrong with the agitator, it may be a very simple and inexpensive fix.  You may save yourself some good money on a repair like this if you are handy.  Anyhow, check it out before you call a repairman."
1594,49056,How do I replace rear wheel hub on 1988 Corvette? ,I think the 88 had a c clip hub.
1595,91840,how to remove a heater core from a 1981 chevy impala? ,Chk these siteshttp://www.faqfarm.com/Q/FAQ/610-1http://cgi.ebay.com/ebaymotors/1963-Chevy-Impala-AC_W0QQitemZ4624286389QQcategoryZ6169QQcmdZViewItemhttp://biznesmen.net/?k=Cars&c=cars&r=http://www.car-stuff.com/chevyheatercore.htmmng.1432@gmail.com
1596,33163,how do you get a stripped lug nut off? ,"You must be a DIY'er. Well instead of writing alot on this page,I did a quick search for you.There may be more ways to do this,but go to the two websites I'm listing below.I found the sites pretty interesting and they have the answer you need.No need for me to repeat them,just go to the site.Hope this helps you. END"
1597,29023,how do i replace the wind shield wipers on a 92 plymouth voyager? ,"Go to most any auto parts store, and ask a clerk to help you make a choice for your replacements.Any good parts store will help you."
1598,86806,"How can I repair scratch marks in Black paint on my Trooper? I have some scratch marks that I need help with.  The scratches are deep enough that they show a light/white colour underneaththe paint, making them look very noticeable.Anyone have any suggestions on fixing scratches on black cars? I'm only looking for solutions that will look professional, and not a quicky-job that will look even worse than the scratches.  Thanks!!!",I live in England .. here we use compound called T.CUT if you can get that in your country then use a white cotton cloth slightly buff in circle until you see the scratches are disappearing then wait till little dry and buff with dry cotton cloth .. i had same problems with my black car and it worked
1599,94300,"How can you connect a light, 2 switches and still have power without turning off all the elec? ","Assuming you do not want to turn off your whole house and if you have circuit breakers just find the circuit breaker that connects these wires and turn that breaker off.Hope that answers the question, as it can be taken 2 ways sort of."
1600,129867,"How can I kill and safetly remove mould from concrete and wood 2x4's. I've heard that bleach is not adequate. I've had a leaking roof in the corner of a room.  The roof is now repaired.  When I open the wall and remove the insulation, how can I kill the mould and clean it properly.  Are there products recommended for this purpose?  It isn't a huge job but I want to do it safely and permanently.",I would use Thompson's deck wash.It works wonders.
1601,15140,How do I replace the front wheel bearings on my 91 Pontiac LeMans. A job really worth $500 in the shop??? I've been told by friends and the guy at the shop (or so he assumes without putting down $45 for him to say for sure...) that i need my front wheel bearings replaced in my 1991 Pontiac LeMans.  Is it even worth that much?  I don't know much about cars but have tried to get a better look at the situation with some friends who know a bit and we just don't have the right tools to get the hub off because we don't have a rachet big enough...Suggestions?  And how do you do the whole job?,"Well I wouldn't replace both sides if I didn't have too, the car is old anyway.  If you get a socket and breaker bar have a friend stand on the brakes and take off the axle nut (the big one in the middle).  Remove the tire the the 3 bolts from the bearing mounting. Tap the axle with a hammer and there you go.  If you have abs brakes unplug the sensor wires."
1602,35620,"How do you tell what size thread is on a pipe? I need to know how to figure out what size thread is on a pipe.Thanks,Nick",Use a thread gauge - if you do not have one ask a plumber.
1603,75348,how to change water pump on 95 probe? ,unless you are mechanicly inclined then take to a repair shop. You would need to remove the timing belt for this one so dont even try it.
1604,47827,"how would you describe what end float is? i know how to measure it with a D.T.I, and where it is found.at the end of both crankshaft and camshaft, but how would you describe what end float actually is?","The lateral movement of the piece.Example; With the crankshaft installed, push on the flywheel end of the shaft. Measure the distance from the crankshaft flange to the block. Then push on the front of the crankshft and measure the sam poit. The differences in measurements is ""end float"". It is usually measured via a dial indicator, and adjustments are made via the ""thrust bearing"", or shims (as on some camshafts."
1605,26384,how do i get rid of squirrel living in my roof? ,put a cat up there.  you can borrow one from a neighbor.
1606,80173,how do you know what size central air conditioner goes with the size blower coil in your furnace.? ,"I agree with Ler... If you are replacing the unit go outside and look at the plate on the unit..... Locate the model number... On most brands it will say some letters and numbers..... In the numbers look for numbers like 18, 24, 30, 36........... those numbers you see are the BTU's of the outside unit....12,000 btu's = 1 ton of coolingso 18 would 1 1/2 ton24 2 ton30 2 1/2etc.Good Luck"
1607,78768,"how do i fix my dishwasher? It does not drain, but is not clogged.","Take the kickplate off. Look underneath next to the motor. There will be an small arm coming off the motor into a solenoid. This would be the drain solenoid. Now, with the kickplate off and the power on, turn the timer to where it would normally drain. Keep an eye on the drain solenoid while your doing this as it should move up or down and you should hear a ""clunk"" noise. If it doesn't, replace it. Good luck."
1608,21682,"How do I reset my Honda Civic so that it won't say Maintenance Required? On Honda's a light comes on every time you reach mileage that Honda believes you need maintenance.  I have 10,000 miles on my car and the scheduled maintenance was oil change and tire rotation....I just got that at 9,000 miles.  How do I turn off that annoying light?","with car off push the button on gauge panel (clear plastic) should be your dim switch, hold button down turn key forward to accessory not to car running. for about 10 sec. or so will flash and turn off release button turn car on to running to check ur work"
1609,138515,"how do you get white-out or liquid paper out of carpet? It's industrial carpet like you would find in a department store or office, not shag.",you should use resolve or you might be able to use those super hoover things you get at B&Q.arf.
1610,9193,How do you replace a glass window pane the slide up kind? ,"if your asking about a double hung window made of wood? then on the outside of the window is a caulking that looks like old tooth paste you need a putty knife to scrape it all off. There are little triangle pieces of metal about the size of your baby finger nail. remove and save they are like push pins clean out the broken glass, put in the new glass with the window laying flat take the push pins triangles and slide them along the glass and push then back into the wood. You need a glazing compound witch you can get from the hardware store. and you put a line of it all around the window against the frame this makes it wind and water proof."
1611,142092,How can I get a copy of Tom Silva explaining how to install a sump pump.  I saw the last part of a segment.? ,"I don't know where you can get a copy, but I found the episode description on the This Old House web site (link #1 below). It includes the episode number, so maybe you can check your local listings to see if it will be airing again anytime soon.But I did a little searching, and found that the DIY network's web site has a section that shows how to install a sump pump (link #2 below). Check that out. It's got a step-by-step with images, but it also tells you when that episode will be on again, if you happen to get that channel."
1612,15604,How can I change the temperature in my VW Beetle from celsius to farenheit I haev no manual? I don't have an owners manual and the time is also on army time.,i have a 2003 bug. I don't think that you can change the temp and the time is easy. There should be buttons next to your clock to change the time.  If this does not help. Call Volkswagon.
1613,42373,"How can I learn how to fix cars? I'm starting from square one. More willing to spend time than money...? I didn't exactly grow up learning about cars from my dad, since, well, I'm a girl, but I'd love to be able to troubleshoot problems with cars and trucks and know how to make repairs. I want to understand how everything works and know what the symptoms of different problems are.What's the best way for me to go about this with limited money and a full time job? Where should I start? Library books? A weekend apprenticeship with a mechanic? The internet?Thanks for your help!",The only real way to learn is hands on. What you can do is go to a community college and take a few classes. Also try and get a job in a repair shop even if its only cahnging oil for a while. That way during the slow times you can try and spend time with the mechanics and give them anytype of help you can. you may be taking wheels of for the mechanic so he can due a brake inspection and before you know you are doing the brake inspections while he does other work and just keep trying to get in there. Also you can get a job as a service writer and from reading what the mechanics always right on the work order after checking a vehicle out you start see what types of vehicles always have the same symptons and problems constantly.
1614,84210,"How do you remove oxidation from brass bed rails? The bed has been stored for several years in a garage.  Several of the headboard and footboard rails have oxidation on the brass shiny coating and I have no idea how to return the brass to its original shiny, polished finish.",Flitz cleanerSpray on metal polish cleanerWestern Metal Doctor cleanerBrasso cleanerTake the bed outside if you can if you cannot be sure and protect your carpet or flooring with plastic.Remove your bedding and mattress read directions and go for it! Give yourself a few days to work at doing this because it could be very tiring. You might want to look for a sealer when you are finished so the oxidation takes longer to come back.You can also buy brass paint. But if this is an antique I don't recommend doing this.
1615,111796,How to apply maintenance and repairs? Apply for employment,Check some apartment complexes. Most have a full time maintenance staff.
1616,88418,"how do I change the front turn signals on an 01 Camry? There is a little plastic screw I have to loosen first, anybody know how to do that?  Thanks.","You should be able to pop the hood and change it from the inside, the plastic srew should turn then pop out, then unplug the light make sure you don't touch the light with you fingers and plug in the new buld and put it back to gether and you should be good."
1617,59723,how do i fix a sink leak? ,"The easy, more expensive way (but no really big expense if you do it yourself)is to replace the faucet.  The cheaper, but harder way would be to change the washer,(Unless it is washerless and then it's anybodies guess).  If I were you, I would replace the whole faucet.  It gets you anew system, that looks really nice and you don't have to worry about finding the right size washer."
1618,69717,"How can I buff scratches out of my kitchen counter? Hey guys, I just had a dumb moment and I forgot to use a cutting board.  Now there are several scratches from the knife I used to chop up some celery on my kitchen counter.  I really need to know if there is a type of buffing kit I could use.  Something with a special rag and some polishing solution for kitchen counters maybe?  Has anyone had this problem before?  I want to take care of it before my room mate gets back next week, or at least before I move out in three weeks.  Something affordable would be best.  Thanks!","knowing what material your countertop is made of will make the difference.  Marble?  A non-grit buffing compound will work;  Corian? same as above, but you have to watch how hard you buff, you can remove the sheen.  Laminated? If your cuts are deep, you can use a dye material to recolor them back to the original, however, the substrata material is a non porous material so you will have to apply a genererous amount and buff it down to level.  Certain paint companies also make a self leveling two part epoxy paint that can be used to touch em up...GOOD luck!"
1619,100892,how did you adjust the timing on a 91 honda crx 1.6l? we just changed the timing belt and while loosening the crankcase bolt lots of parts were rotating,You need to go and by yourself a repair manuel for your vehicle to see where the timing marks ned to be alighned too. E-mail me if you ned more help or maybe I can scan some diagrams and e-mail them to you. Let me know.
1620,5238,how to get rid of creosote? ,"There are several types of creosote.1st stage comes off with simple brushing2nd stage comes of with rigorous wire brushing3rd stage comes off with acid-neutralizer and rigorous wire brushingThe 3rd stage is the most dangerous because it becomes liquid when  it burns and spills through cracks in the flue and surrounding chimney sparking secondary fires in the structure.The first 2 burn pretty good too, so don't take any chances!Call a CSIA certified chimney sweep and see how a Pro does it.Proper precautions must be taken to prevent contact or inhalation of creosote. It cause known cancers and who knows what else."
1621,24415,how to fix a small crack in a fiberglass spa/hotub? There are small like spider web cracks around two of the water jets.  How can i seal them,"You can buy fiberglass repair kits from home improvement centers or a place that sells boats.  If you are going to try and match a color, I would suggest you hire someone that does fiberglass repair for the best results, well worth the money!"
1622,87202,How to find a powerwindow fuse on a 2001 corvette? ,are both out. check owners manuelmay be a bad switch
1623,107578,how to extract water out of carpet in the car? ,use a wet-vac.  open the doors in the sunshine for a few days.
1624,120246,"How to remove glued-down carpet squares on concrete floor and how to clean these carpet squares on concrete fl Someone glued ?? carpet squares onto concrete floor.  How do you remove these from concrete and remove any adhesive left on concrete.  These squares get wet when the rain blows under the door.  Or, would it be easier to shampoo these carpet squares to remove the musty smell from when they have gotten wet.","Go to your local carpet store, or try Home Depot, Lowes or Ace hardware stores. Try this websites for help. http://forum.doityourself.com/archive/index.php/t-61040.htmlhttp://forum.doityourself.com/showthread.php?t=61040http://tlc.discovery.com/fansites/tradingspaces/project/project_06.htmlhttp://www.academyoftextilesandflooring.com/pdffiles/RRT%20H%201-10.pdfhttp://forum.doityourself.com/archive/index.php/f-71.html"
1625,64936,"how to keep your house cool in the summer in a natural way without using elecronic things? i want to know that how i could keep my house cool in simmer in a natural way without the use of the electricity. please tell me that whetehr green plants could help me to do so, if yes then how, what r the  variuos methods?","I don't know about the plants, but living in Colorado without air conditioning you learn a couple tricks.  Buy heavy blinds or curtains that block out sun light and keep them closed during the day.  You may want to open your windows, but it is suggested to open them after dusk when the outside air is cooler.Sorry can't type tonight..."
1626,8217,how do you reset car alarm on Vauxhall Vectra? ,"AS with all car alarms,take off the positive battery cable.That will reset the alarm."
1627,85745,how can i convert my patrol engine to diesel engine? ,can done but you need to completely redesign the heads intake system and fuel supply system General Motors did this it he 1970's using their small block engine the results were awful ll just buy your self a good vehicle with one all ready in it nothing is impossible but somethings ain't worth the trouble you might consider going to natural gas this is fairly simple
1628,92982,How to fix '91 Linc TC window cables in front doors.? Would like directions or URL for such.  Is it impossible?  Is there a trick?  DH having time w/them.,"If the cables have gone bad, they will have wrapped up around the drive spool, kinked, etc. Your only option there is to replace them. The part you need for that is called the ""window lift regulator"". Dorman makes aftermarket regulators that may fit your car. The motors also have a gear drive and the ""dogs"" sometimes strip out. I repair those by removing the motor, removing the plate over the drive head (one screw) clean out, and use 3 nylon nuts (solid nylon, not ""nyloc"") as the driv dogs.Here is how to on these types.Remove door panel and inner moisture barrier.Unplug motor connection and remove the three screws which hold motor in place, These may be ""Torx"" headed. Remove the motor from the door.To remove glass, you will need to do some drilling. Put window glass in a position where you can see the two rivets holding it to the regulator slide. Carefully use a punch to knock out the pin in each rivet, then drill rvet heat out. Remove the glass and lay aside (carefully of course). You will have to twist window, but it will come out. be sure to remove the inner ""wiping"" seal on the top of the door.Now all you have left is the regulator. It is held by two studs/nuts at the top, and two rivets ant the bottom which must also be punched, and drilled out.Reassembly is the reverse of removal. Instead of riveting back in place, I use 1/4"" blots, nuts, and lockwashers. On the glass, use bolts and Nyloc nuts, ore a plain nut held with epoxy on the threads. The white insulators snap together in the galss. The bolt goes through them. JUST SNUG UP THIS BOLT/NUT COMBO DO NOT OVERTIGHTEN!!!!!Ford dealer in my area quoted 435 bucks to repair one window on a Grand Marquis. I repaired all 4 last week for $180 labor, and about $135 in parts! Takes about 20 minutes per door."
